"week_ending_date","nhs_board_cypher","nhs_board_name","location_code","location_name","attendance","number_over_4_hours","percentage_within_4_hours","number_over_8_hours","percentage_within_8_hours","number_over_12_hours","percentage_within_12_hours"
2021-03-21,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",5682,604,89.4,46,99.2,0,100
2021-03-21,"H","NHS Highland","H","NHS Highland",898,80,91.1,15,98.3,0,100
2021-03-21,"L","NHS Lanarkshire","L","NHS Lanarkshire",3720,642,82.7,73,98,13,99.7
2021-03-21,"S","NHS Lothian","S","NHS Lothian",3749,577,84.6,102,97.3,37,99
2021-03-21,"R","NHS Orkney","R","NHS Orkney",96,6,93.8,0,100,0,100
2021-03-21,"Z","NHS Shetland","Z","NHS Shetland",90,1,98.9,0,100,0,100
2021-03-21,"T","NHS Tayside","T","NHS Tayside",1228,56,95.4,0,100,0,100
2021-03-21,"W","NHS Western Isles","W","NHS Western Isles",55,2,96.4,0,100,0,100
2021-03-28,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",1460,269,81.6,108,92.6,48,96.7
2021-03-28,"B","NHS Borders","B","NHS Borders",493,68,86.2,3,99.4,1,99.8
2021-03-28,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",600,78,87,2,99.7,0,100
2021-03-28,"F","NHS Fife","F","NHS Fife",1066,116,89.1,5,99.5,0,100
2021-03-28,"V","NHS Forth Valley","V","NHS Forth Valley",1036,150,85.5,12,98.8,2,99.8
2021-03-28,"N","NHS Grampian","N","NHS Grampian",1548,214,86.2,8,99.5,0,100
2021-03-28,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",5538,458,91.7,31,99.4,4,99.9
2021-03-28,"H","NHS Highland","H","NHS Highland",919,108,88.2,21,97.7,2,99.8
2021-03-28,"L","NHS Lanarkshire","L","NHS Lanarkshire",3586,693,80.7,97,97.3,14,99.6
2021-03-28,"S","NHS Lothian","S","NHS Lothian",3807,360,90.5,26,99.3,3,99.9
2021-03-28,"R","NHS Orkney","R","NHS Orkney",97,3,96.9,0,100,0,100
2021-03-28,"Z","NHS Shetland","Z","NHS Shetland",110,2,98.2,0,100,0,100
2021-03-28,"T","NHS Tayside","T","NHS Tayside",1177,29,97.5,1,99.9,0,100
2021-03-28,"W","NHS Western Isles","W","NHS Western Isles",67,0,100,0,100,0,100
2021-04-04,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",1644,244,85.2,69,95.8,24,98.5
2021-04-04,"B","NHS Borders","B","NHS Borders",528,111,79,8,98.5,2,99.6
2021-04-04,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",678,73,89.2,6,99.1,0,100
2021-04-04,"F","NHS Fife","F","NHS Fife",1156,161,86.1,6,99.5,0,100
2021-04-04,"V","NHS Forth Valley","V","NHS Forth Valley",1089,233,78.6,15,98.6,1,99.9
2021-04-04,"N","NHS Grampian","N","NHS Grampian",1562,232,85.1,16,99,1,99.9
2021-04-04,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",5795,567,90.2,33,99.4,1,100
2021-04-04,"H","NHS Highland","H","NHS Highland",922,74,92,3,99.7,0,100
2021-04-04,"L","NHS Lanarkshire","L","NHS Lanarkshire",3706,850,77.1,130,96.5,23,99.4
2021-04-04,"S","NHS Lothian","S","NHS Lothian",4052,522,87.1,39,99,3,99.9
2021-04-04,"R","NHS Orkney","R","NHS Orkney",80,0,100,0,100,0,100
2021-04-04,"Z","NHS Shetland","Z","NHS Shetland",99,5,94.9,0,100,0,100
2021-04-04,"T","NHS Tayside","T","NHS Tayside",1227,62,94.9,6,99.5,0,100
2021-04-04,"W","NHS Western Isles","W","NHS Western Isles",69,4,94.2,0,100,0,100
2021-04-11,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",1619,323,80,129,92,58,96.4
2021-04-11,"B","NHS Borders","B","NHS Borders",524,59,88.7,6,98.9,0,100
2021-04-11,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",664,95,85.7,3,99.5,0,100
2021-04-11,"F","NHS Fife","F","NHS Fife",1095,86,92.1,4,99.6,0,100
2021-04-11,"V","NHS Forth Valley","V","NHS Forth Valley",1051,217,79.4,5,99.5,0,100
2021-04-11,"N","NHS Grampian","N","NHS Grampian",1407,195,86.1,12,99.1,0,100
2021-04-11,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",5817,677,88.4,32,99.4,3,99.9
2021-04-11,"H","NHS Highland","H","NHS Highland",858,73,91.5,4,99.5,0,100
2021-04-11,"L","NHS Lanarkshire","L","NHS Lanarkshire",3692,678,81.6,94,97.5,11,99.7
2021-04-11,"S","NHS Lothian","S","NHS Lothian",3835,542,85.9,51,98.7,7,99.8
2021-04-11,"R","NHS Orkney","R","NHS Orkney",92,4,95.7,0,100,0,100
2021-04-11,"Z","NHS Shetland","Z","NHS Shetland",108,1,99.1,1,99.1,0,100
2021-04-11,"T","NHS Tayside","T","NHS Tayside",1190,39,96.7,0,100,0,100
2021-04-11,"W","NHS Western Isles","W","NHS Western Isles",79,2,97.5,0,100,0,100
2021-04-18,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",1631,211,87.1,57,96.5,27,98.3
2021-04-18,"B","NHS Borders","B","NHS Borders",531,71,86.6,11,97.9,3,99.4
2021-04-18,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",684,92,86.5,4,99.4,0,100
2021-04-18,"F","NHS Fife","F","NHS Fife",1201,97,91.9,0,100,0,100
2021-04-18,"V","NHS Forth Valley","V","NHS Forth Valley",1131,251,77.8,9,99.2,0,100
2021-04-18,"N","NHS Grampian","N","NHS Grampian",1651,178,89.2,12,99.3,0,100
2021-04-18,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",5971,484,91.9,19,99.7,1,100
2021-04-18,"H","NHS Highland","H","NHS Highland",1034,61,94.1,3,99.7,1,99.9
2021-04-18,"L","NHS Lanarkshire","L","NHS Lanarkshire",3856,651,83.1,40,99,9,99.8
2021-04-18,"S","NHS Lothian","S","NHS Lothian",4165,615,85.2,44,98.9,3,99.9
2021-04-18,"R","NHS Orkney","R","NHS Orkney",122,7,94.3,1,99.2,1,99.2
2021-04-18,"Z","NHS Shetland","Z","NHS Shetland",113,0,100,0,100,0,100
2021-04-18,"T","NHS Tayside","T","NHS Tayside",1300,105,91.9,2,99.8,0,100
2021-04-18,"W","NHS Western Isles","W","NHS Western Isles",75,1,98.7,0,100,0,100
2021-04-25,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",1771,134,92.4,26,98.5,7,99.6
2021-04-25,"B","NHS Borders","B","NHS Borders",634,97,84.7,3,99.5,0,100
2021-04-25,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",732,65,91.1,1,99.9,0,100
2021-04-25,"F","NHS Fife","F","NHS Fife",1198,165,86.2,5,99.6,0,100
2021-04-25,"V","NHS Forth Valley","V","NHS Forth Valley",1169,211,82,7,99.4,3,99.7
2021-04-25,"N","NHS Grampian","N","NHS Grampian",1718,235,86.3,21,98.8,2,99.9
2021-04-25,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6470,543,91.6,27,99.6,1,100
2021-04-25,"H","NHS Highland","H","NHS Highland",1085,75,93.1,6,99.4,0,100
2021-04-25,"L","NHS Lanarkshire","L","NHS Lanarkshire",4196,717,82.9,100,97.6,14,99.7
2021-04-25,"S","NHS Lothian","S","NHS Lothian",4264,531,87.5,45,98.9,2,100
2021-04-25,"R","NHS Orkney","R","NHS Orkney",96,3,96.9,0,100,0,100
2021-04-25,"Z","NHS Shetland","Z","NHS Shetland",128,2,98.4,0,100,0,100
2021-04-25,"T","NHS Tayside","T","NHS Tayside",1381,64,95.4,1,99.9,0,100
2021-04-25,"W","NHS Western Isles","W","NHS Western Isles",81,2,97.5,0,100,0,100
2021-05-02,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",1810,248,86.3,91,95,26,98.6
2021-05-02,"B","NHS Borders","B","NHS Borders",532,66,87.6,6,98.9,0,100
2021-05-02,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",765,107,86,3,99.6,0,100
2021-05-02,"F","NHS Fife","F","NHS Fife",1129,103,90.9,1,99.9,0,100
2021-05-02,"V","NHS Forth Valley","V","NHS Forth Valley",981,123,87.5,5,99.5,1,99.9
2021-05-02,"N","NHS Grampian","N","NHS Grampian",1624,189,88.4,15,99.1,1,99.9
2021-05-02,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6117,489,92,15,99.8,1,100
2021-05-02,"H","NHS Highland","H","NHS Highland",1049,70,93.3,4,99.6,0,100
2021-05-02,"L","NHS Lanarkshire","L","NHS Lanarkshire",3964,712,82,92,97.7,13,99.7
2021-05-02,"S","NHS Lothian","S","NHS Lothian",4265,696,83.7,58,98.6,2,100
2021-05-02,"R","NHS Orkney","R","NHS Orkney",99,0,100,0,100,0,100
2021-05-02,"Z","NHS Shetland","Z","NHS Shetland",108,0,100,0,100,0,100
2021-05-02,"T","NHS Tayside","T","NHS Tayside",1344,61,95.5,0,100,0,100
2021-05-02,"W","NHS Western Isles","W","NHS Western Isles",78,1,98.7,0,100,0,100
2021-05-09,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",1792,169,90.6,35,98,16,99.1
2021-05-09,"B","NHS Borders","B","NHS Borders",533,67,87.4,3,99.4,0,100
2021-05-09,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",731,80,89.1,5,99.3,0,100
2021-05-09,"F","NHS Fife","F","NHS Fife",1209,160,86.8,3,99.8,0,100
2021-05-09,"V","NHS Forth Valley","V","NHS Forth Valley",1045,213,79.6,6,99.4,0,100
2021-05-09,"N","NHS Grampian","N","NHS Grampian",1726,295,82.9,26,98.5,1,99.9
2021-05-09,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6125,597,90.3,23,99.6,2,100
2021-05-09,"H","NHS Highland","H","NHS Highland",1010,48,95.2,0,100,0,100
2021-05-09,"L","NHS Lanarkshire","L","NHS Lanarkshire",3996,782,80.4,124,96.9,32,99.2
2021-05-09,"S","NHS Lothian","S","NHS Lothian",4149,553,86.7,50,98.8,5,99.9
2021-05-09,"R","NHS Orkney","R","NHS Orkney",101,4,96,0,100,0,100
2021-05-09,"Z","NHS Shetland","Z","NHS Shetland",115,1,99.1,0,100,0,100
2021-05-09,"T","NHS Tayside","T","NHS Tayside",1358,79,94.2,0,100,0,100
2021-05-09,"W","NHS Western Isles","W","NHS Western Isles",85,4,95.3,0,100,0,100
2021-05-16,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",1938,278,85.7,84,95.7,40,97.9
2021-05-16,"B","NHS Borders","B","NHS Borders",585,70,88,7,98.8,1,99.8
2021-05-16,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",710,108,84.8,6,99.2,1,99.9
2021-05-16,"F","NHS Fife","F","NHS Fife",1340,281,79,20,98.5,1,99.9
2021-05-16,"V","NHS Forth Valley","V","NHS Forth Valley",1113,371,66.7,28,97.5,5,99.6
2021-05-16,"N","NHS Grampian","N","NHS Grampian",1805,268,85.2,17,99.1,3,99.8
2021-05-16,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6594,751,88.6,36,99.5,0,100
2021-05-16,"H","NHS Highland","H","NHS Highland",1174,165,85.9,12,99,0,100
2021-05-16,"L","NHS Lanarkshire","L","NHS Lanarkshire",4293,755,82.4,79,98.2,15,99.7
2021-05-16,"S","NHS Lothian","S","NHS Lothian",4498,773,82.8,123,97.3,27,99.4
2021-05-16,"R","NHS Orkney","R","NHS Orkney",110,5,95.5,0,100,0,100
2021-05-16,"Z","NHS Shetland","Z","NHS Shetland",116,1,99.1,0,100,0,100
2021-05-16,"T","NHS Tayside","T","NHS Tayside",1424,71,95,1,99.9,0,100
2021-05-16,"W","NHS Western Isles","W","NHS Western Isles",102,7,93.1,0,100,0,100
2021-05-23,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",1912,252,86.8,59,96.9,30,98.4
2021-05-23,"B","NHS Borders","B","NHS Borders",594,108,81.8,21,96.5,8,98.7
2021-05-23,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",758,92,87.9,8,98.9,0,100
2021-05-23,"F","NHS Fife","F","NHS Fife",1293,236,81.7,29,97.8,6,99.5
2021-05-23,"V","NHS Forth Valley","V","NHS Forth Valley",1081,144,86.7,2,99.8,0,100
2021-05-23,"N","NHS Grampian","N","NHS Grampian",1686,193,88.6,10,99.4,0,100
2021-05-23,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6489,451,93,15,99.8,2,100
2021-05-23,"H","NHS Highland","H","NHS Highland",1136,82,92.8,3,99.7,0,100
2021-05-23,"L","NHS Lanarkshire","L","NHS Lanarkshire",4410,924,79,105,97.6,16,99.6
2021-05-23,"S","NHS Lothian","S","NHS Lothian",4608,872,81.1,194,95.8,66,98.6
2021-05-23,"R","NHS Orkney","R","NHS Orkney",112,2,98.2,0,100,0,100
2021-05-23,"Z","NHS Shetland","Z","NHS Shetland",130,2,98.5,0,100,0,100
2021-05-23,"T","NHS Tayside","T","NHS Tayside",1393,52,96.3,0,100,0,100
2021-05-23,"W","NHS Western Isles","W","NHS Western Isles",92,14,84.8,0,100,0,100
2021-05-30,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",1963,344,82.5,81,95.9,39,98
2021-05-30,"B","NHS Borders","B","NHS Borders",689,131,81,23,96.7,13,98.1
2021-05-30,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",855,115,86.5,15,98.2,1,99.9
2021-05-30,"F","NHS Fife","F","NHS Fife",1294,178,86.2,15,98.8,1,99.9
2021-05-30,"V","NHS Forth Valley","V","NHS Forth Valley",1096,250,77.2,18,98.4,1,99.9
2021-05-30,"N","NHS Grampian","N","NHS Grampian",1767,220,87.5,8,99.5,2,99.9
2021-05-30,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6608,667,89.9,35,99.5,1,100
2021-05-30,"H","NHS Highland","H","NHS Highland",1230,141,88.5,10,99.2,2,99.8
2021-05-30,"L","NHS Lanarkshire","L","NHS Lanarkshire",4321,915,78.8,125,97.1,17,99.6
2021-05-30,"S","NHS Lothian","S","NHS Lothian",4647,695,85,69,98.5,31,99.3
2021-05-30,"R","NHS Orkney","R","NHS Orkney",121,1,99.2,0,100,0,100
2021-05-30,"Z","NHS Shetland","Z","NHS Shetland",116,0,100,0,100,0,100
2021-05-30,"T","NHS Tayside","T","NHS Tayside",1537,174,88.7,3,99.8,0,100
2021-05-30,"W","NHS Western Isles","W","NHS Western Isles",71,1,98.6,0,100,0,100
2021-06-06,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2078,355,82.9,130,93.7,61,97.1
2021-06-06,"B","NHS Borders","B","NHS Borders",673,88,86.9,16,97.6,6,99.1
2021-06-06,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",943,113,88,9,99,0,100
2021-06-06,"F","NHS Fife","F","NHS Fife",1387,163,88.2,4,99.7,0,100
2021-06-06,"V","NHS Forth Valley","V","NHS Forth Valley",1268,311,75.5,12,99.1,3,99.8
2021-06-06,"N","NHS Grampian","N","NHS Grampian",1935,248,87.2,18,99.1,2,99.9
2021-06-06,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",7274,874,88,41,99.4,2,100
2021-06-06,"H","NHS Highland","H","NHS Highland",1367,148,89.2,13,99,1,99.9
2021-06-06,"L","NHS Lanarkshire","L","NHS Lanarkshire",4709,1326,71.8,148,96.9,23,99.5
2021-06-06,"S","NHS Lothian","S","NHS Lothian",4865,840,82.7,103,97.9,22,99.5
2021-06-06,"R","NHS Orkney","R","NHS Orkney",117,0,100,0,100,0,100
2021-06-06,"Z","NHS Shetland","Z","NHS Shetland",131,3,97.7,0,100,0,100
2021-06-06,"T","NHS Tayside","T","NHS Tayside",1634,114,93,3,99.8,0,100
2021-06-06,"W","NHS Western Isles","W","NHS Western Isles",103,9,91.3,0,100,0,100
2021-06-13,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2048,410,80,145,92.9,61,97
2021-06-13,"B","NHS Borders","B","NHS Borders",634,115,81.9,12,98.1,5,99.2
2021-06-13,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",861,84,90.2,8,99.1,0,100
2021-06-13,"F","NHS Fife","F","NHS Fife",1397,228,83.7,5,99.6,0,100
2021-06-13,"V","NHS Forth Valley","V","NHS Forth Valley",1289,354,72.5,16,98.8,3,99.8
2021-06-13,"N","NHS Grampian","N","NHS Grampian",2002,190,90.5,16,99.2,0,100
2021-06-13,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",7231,895,87.6,46,99.4,1,100
2021-06-13,"H","NHS Highland","H","NHS Highland",1291,125,90.3,15,98.8,1,99.9
2021-06-13,"L","NHS Lanarkshire","L","NHS Lanarkshire",4504,1123,75.1,154,96.6,27,99.4
2021-06-13,"S","NHS Lothian","S","NHS Lothian",5066,844,83.3,108,97.9,14,99.7
2021-06-13,"R","NHS Orkney","R","NHS Orkney",118,0,100,0,100,0,100
2021-06-13,"Z","NHS Shetland","Z","NHS Shetland",137,0,100,0,100,0,100
2021-06-13,"T","NHS Tayside","T","NHS Tayside",1653,127,92.3,1,99.9,0,100
2021-06-13,"W","NHS Western Isles","W","NHS Western Isles",83,2,97.6,0,100,0,100
2021-06-20,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2000,374,81.3,133,93.4,52,97.4
2021-06-20,"B","NHS Borders","B","NHS Borders",602,153,74.6,37,93.9,26,95.7
2021-06-20,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",931,178,80.9,31,96.7,1,99.9
2021-06-20,"F","NHS Fife","F","NHS Fife",1305,196,85,5,99.6,1,99.9
2021-06-20,"V","NHS Forth Valley","V","NHS Forth Valley",1314,363,72.4,15,98.9,1,99.9
2021-06-20,"N","NHS Grampian","N","NHS Grampian",1945,266,86.3,26,98.7,6,99.7
2021-06-20,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",7158,973,86.4,57,99.2,1,100
2021-06-20,"H","NHS Highland","H","NHS Highland",1337,153,88.6,9,99.3,1,99.9
2021-06-20,"L","NHS Lanarkshire","L","NHS Lanarkshire",4455,1103,75.2,147,96.7,23,99.5
2021-06-20,"S","NHS Lothian","S","NHS Lothian",4893,965,80.3,141,97.1,23,99.5
2021-06-20,"R","NHS Orkney","R","NHS Orkney",134,2,98.5,0,100,0,100
2021-06-20,"Z","NHS Shetland","Z","NHS Shetland",123,2,98.4,0,100,0,100
2021-06-20,"T","NHS Tayside","T","NHS Tayside",1572,122,92.2,5,99.7,0,100
2021-06-20,"W","NHS Western Isles","W","NHS Western Isles",93,2,97.8,0,100,0,100
2021-06-27,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",1878,373,80.1,133,92.9,50,97.3
2021-06-27,"B","NHS Borders","B","NHS Borders",590,124,79,24,95.9,9,98.5
2021-06-27,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",834,129,84.5,10,98.8,0,100
2021-06-27,"F","NHS Fife","F","NHS Fife",1297,191,85.3,6,99.5,0,100
2021-06-27,"V","NHS Forth Valley","V","NHS Forth Valley",1199,163,86.4,9,99.2,2,99.8
2021-06-27,"N","NHS Grampian","N","NHS Grampian",1831,236,87.1,16,99.1,1,99.9
2021-06-27,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6710,676,89.9,36,99.5,2,100
2021-06-27,"H","NHS Highland","H","NHS Highland",1320,165,87.5,9,99.3,2,99.8
2021-06-27,"L","NHS Lanarkshire","L","NHS Lanarkshire",4287,1180,72.5,149,96.5,24,99.4
2021-06-27,"S","NHS Lothian","S","NHS Lothian",4702,891,81.1,115,97.6,27,99.4
2021-06-27,"R","NHS Orkney","R","NHS Orkney",105,5,95.2,0,100,0,100
2021-06-27,"Z","NHS Shetland","Z","NHS Shetland",137,1,99.3,0,100,0,100
2021-06-27,"T","NHS Tayside","T","NHS Tayside",1481,60,95.9,4,99.7,1,99.9
2021-06-27,"W","NHS Western Isles","W","NHS Western Isles",81,2,97.5,0,100,0,100
2021-07-04,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",2004,400,80,152,92.4,56,97.2
2021-07-04,"B","NHS Borders","B","NHS Borders",575,96,83.3,19,96.7,2,99.7
2021-07-04,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",862,128,85.2,13,98.5,0,100
2021-07-04,"F","NHS Fife","F","NHS Fife",1196,221,81.5,17,98.6,0,100
2021-07-04,"V","NHS Forth Valley","V","NHS Forth Valley",1157,290,74.9,12,99,1,99.9
2021-07-04,"N","NHS Grampian","N","NHS Grampian",1793,352,80.4,44,97.5,9,99.5
2021-07-04,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6780,1034,84.7,54,99.2,4,99.9
2021-07-04,"H","NHS Highland","H","NHS Highland",1354,179,86.8,29,97.9,1,99.9
2021-07-04,"L","NHS Lanarkshire","L","NHS Lanarkshire",4279,1310,69.4,200,95.3,41,99
2021-07-04,"S","NHS Lothian","S","NHS Lothian",4235,664,84.3,47,98.9,5,99.9
2021-07-04,"R","NHS Orkney","R","NHS Orkney",145,3,97.9,1,99.3,0,100
2021-07-04,"Z","NHS Shetland","Z","NHS Shetland",137,4,97.1,0,100,0,100
2021-07-04,"T","NHS Tayside","T","NHS Tayside",1439,164,88.6,9,99.4,4,99.7
2021-07-04,"W","NHS Western Isles","W","NHS Western Isles",106,6,94.3,0,100,0,100
2021-07-11,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",1827,352,80.7,131,92.8,65,96.4
2021-07-11,"B","NHS Borders","B","NHS Borders",567,71,87.5,10,98.2,4,99.3
2021-07-11,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",881,131,85.1,8,99.1,0,100
2021-07-11,"F","NHS Fife","F","NHS Fife",1263,264,79.1,21,98.3,1,99.9
2021-07-11,"V","NHS Forth Valley","V","NHS Forth Valley",1218,447,63.3,51,95.8,10,99.2
2021-07-11,"N","NHS Grampian","N","NHS Grampian",1629,313,80.8,32,98,7,99.6
2021-07-11,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6666,1093,83.6,89,98.7,8,99.9
2021-07-11,"H","NHS Highland","H","NHS Highland",1248,114,90.9,5,99.6,0,100
2021-07-11,"L","NHS Lanarkshire","L","NHS Lanarkshire",4089,1253,69.4,237,94.2,39,99
2021-07-11,"S","NHS Lothian","S","NHS Lothian",4317,892,79.3,130,97,31,99.3
2021-07-11,"R","NHS Orkney","R","NHS Orkney",121,2,98.3,0,100,0,100
2021-07-11,"Z","NHS Shetland","Z","NHS Shetland",116,4,96.6,0,100,0,100
2021-07-11,"T","NHS Tayside","T","NHS Tayside",1395,87,93.8,6,99.6,1,99.9
2021-07-11,"W","NHS Western Isles","W","NHS Western Isles",106,5,95.3,0,100,0,100
2021-07-18,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",1954,398,79.6,175,91,75,96.2
2021-07-18,"B","NHS Borders","B","NHS Borders",603,74,87.7,10,98.3,4,99.3
2021-07-18,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",914,104,88.6,6,99.3,0,100
2021-07-18,"F","NHS Fife","F","NHS Fife",1267,260,79.5,10,99.2,0,100
2021-07-18,"V","NHS Forth Valley","V","NHS Forth Valley",1195,484,59.5,55,95.4,18,98.5
2021-07-18,"N","NHS Grampian","N","NHS Grampian",1878,360,80.8,61,96.8,25,98.7
2021-07-18,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6549,1277,80.5,125,98.1,3,100
2021-07-18,"H","NHS Highland","H","NHS Highland",1369,178,87,4,99.7,1,99.9
2021-07-18,"L","NHS Lanarkshire","L","NHS Lanarkshire",4183,1412,66.2,249,94,31,99.3
2021-07-18,"S","NHS Lothian","S","NHS Lothian",4442,973,78.1,150,96.6,12,99.7
2021-07-18,"R","NHS Orkney","R","NHS Orkney",130,2,98.5,0,100,0,100
2021-07-18,"Z","NHS Shetland","Z","NHS Shetland",137,2,98.5,0,100,0,100
2021-07-18,"T","NHS Tayside","T","NHS Tayside",1609,101,93.7,12,99.3,5,99.7
2021-07-18,"W","NHS Western Isles","W","NHS Western Isles",90,5,94.4,0,100,0,100
2021-07-25,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",1940,325,83.2,128,93.4,42,97.8
2021-07-25,"B","NHS Borders","B","NHS Borders",668,160,76,37,94.5,17,97.5
2021-07-25,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",915,143,84.4,10,98.9,2,99.8
2021-07-25,"F","NHS Fife","F","NHS Fife",1278,294,77,27,97.9,4,99.7
2021-07-25,"V","NHS Forth Valley","V","NHS Forth Valley",1207,374,69,10,99.2,2,99.8
2021-07-25,"N","NHS Grampian","N","NHS Grampian",1786,354,80.2,35,98,8,99.6
2021-07-25,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6805,1112,83.7,81,98.8,0,100
2021-07-25,"H","NHS Highland","H","NHS Highland",1387,169,87.8,23,98.3,4,99.7
2021-07-25,"L","NHS Lanarkshire","L","NHS Lanarkshire",4133,1395,66.2,289,93,37,99.1
2021-07-25,"S","NHS Lothian","S","NHS Lothian",4410,868,80.3,167,96.2,52,98.8
2021-07-25,"R","NHS Orkney","R","NHS Orkney",127,7,94.5,0,100,0,100
2021-07-25,"Z","NHS Shetland","Z","NHS Shetland",127,0,100,0,100,0,100
2021-07-25,"T","NHS Tayside","T","NHS Tayside",1529,144,90.6,5,99.7,2,99.9
2021-07-25,"W","NHS Western Isles","W","NHS Western Isles",98,9,90.8,0,100,0,100
2021-08-01,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",1908,277,85.5,122,93.6,58,97
2021-08-01,"B","NHS Borders","B","NHS Borders",587,145,75.3,39,93.4,17,97.1
2021-08-01,"Y","NHS Dumfries & Galloway","Y","NHS Dumfries & Galloway",948,157,83.4,29,96.9,1,99.9
2021-08-01,"F","NHS Fife","F","NHS Fife",1181,203,82.8,6,99.5,0,100
2021-08-01,"V","NHS Forth Valley","V","NHS Forth Valley",1162,204,82.4,16,98.6,3,99.7
2021-08-01,"N","NHS Grampian","N","NHS Grampian",1726,332,80.8,31,98.2,10,99.4
2021-08-01,"G","NHS Greater Glasgow & Clyde","G","NHS Greater Glasgow & Clyde",6555,1581,75.9,197,97,20,99.7
2021-08-01,"H","NHS Highland","H","NHS Highland",1296,156,88,22,98.3,5,99.6
2021-08-01,"L","NHS Lanarkshire","L","NHS Lanarkshire",4034,1189,70.5,212,94.7,36,99.1
2021-08-01,"S","NHS Lothian","S","NHS Lothian",4333,1041,76,207,95.2,49,98.9
2021-08-01,"R","NHS Orkney","R","NHS Orkney",124,5,96,0,100,0,100
2021-08-01,"Z","NHS Shetland","Z","NHS Shetland",171,8,95.3,0,100,0,100
2021-08-01,"T","NHS Tayside","T","NHS Tayside",1509,174,88.5,2,99.9,1,99.9
2021-08-01,"W","NHS Western Isles","W","NHS Western Isles",97,7,92.8,1,99,0,100
2021-08-08,"A","NHS Ayrshire & Arran","A","NHS Ayrshire & Arran",1932,478,75.3,183,90.5,101,94.8
